Id,Name,Rating,RarityId,Rarity,Preferred Position,Nation,League,Team,Untradeable,Loans,IsDuplicate,IsInActive11,Groups,Alternate Positions,ExternalPrice
210304,Zuck Hendrick,66,0,Common,LB,Germany,Bundesliga 2,Kaiserslautern,TRUE,FALSE,FALSE,FALSE,0,"LB,LM",350
273378,Larkin Abbie,66,0,Common,LW,Ireland,Barclays WSL,Crystal Palace,TRUE,FALSE,FALSE,FALSE,0,"LW,LM",200
273379,Carusa Kyra,71,0,Common,ST,Ireland,NWSL,San Diego Wave,TRUE,FALSE,FALSE,FALSE,0,"ST,RM,LM",550
273381,Payne Heather,71,0,Common,ST,Ireland,Barclays WSL,Everton,TRUE,FALSE,FALSE,FALSE,0,ST,200
273382,Nolan Hayley,72,1,Rare,CDM,Ireland,Barclays WSL,Crystal Palace,TRUE,FALSE,FALSE,FALSE,4,CDM,450
210313,Murg Thomas,74,1,Rare,CAM,Austria,Hellas Liga,PAOK FC,TRUE,FALSE,FALSE,FALSE,4,CAM,350
273383,Walsh Claire,69,0,Common,CB,Ireland,Scottish Women's League,Glasgow City FC,TRUE,FALSE,FALSE,FALSE,0,CB,200
210315,Raul De Tomas,77,0,Common,ST,Spain,LALIGA EA SPORTS,Rayo Vallecano,TRUE,FALSE,FALSE,FALSE,0,ST,350
231340,Montiel Gonzalo,76,0,Common,RB,Argentina,LALIGA EA SPORTS,Sevilla FC,TRUE,FALSE,FALSE,FALSE,0,RB,550
273391,Muir Amy,67,0,Common,CB,Scotland,Scottish Women's League,Glasgow City FC,TRUE,FALSE,FALSE,FALSE,0,"CB,LB",200
231347,Torrent Marion,80,1,Rare,CDM,France,Arkema PL,Montpellier,TRUE,FALSE,FALSE,FALSE,4,"CDM,CM",650
210324,Hofmann Jonas,82,0,Common,CAM,Germany,Bundesliga,Leverkusen,TRUE,FALSE,FALSE,FALSE,0,"CAM,ST",700
252371,Bellingham Jude,90,1,Rare,CAM,England,LALIGA EA SPORTS,Real Madrid,TRUE,FALSE,FALSE,FALSE,4,"CAM,CM",185000
189303,Nelson Oliveira,71,0,Common,ST,Portugal,Liga Portugal,Vitoria SC,TRUE,FALSE,FALSE,FALSE,0,ST,200
210327,Gianniotis Andreas,74,1,Rare,GK,Greece,Trendyol Super Lig,Kasimpasa,TRUE,FALSE,FALSE,FALSE,4,GK,350
231352,Abraham Tammy,78,0,Common,ST,England,Serie A Enilive,AS Roma,TRUE,FALSE,FALSE,FALSE,0,ST,0
231353,Iyoha Emmanuel,69,1,Rare,LB,Germany,Bundesliga 2,Dusseldorf,TRUE,FALSE,FALSE,FALSE,4,"LB,LM,ST",400
252376,Knight Jason,70,0,Common,CM,Ireland,EFL Championship,Bristol City,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM",200
252379,Burroughs Jack,63,0,Common,RB,Scotland,Scottish Prem,Kilmarnock,TRUE,FALSE,FALSE,FALSE,0,"RB,LB",200
273403,Stierli Julia,73,1,Rare,CB,Switzerl.,GPFBL,SC Freiburg,TRUE,FALSE,FALSE,FALSE,4,CB,350
273404,Piubel Seraina,76,0,Common,CAM,Switzerl.,Schweizer Damen Liga,FC Zurich,TRUE,FALSE,FALSE,FALSE,0,"CAM,RM,ST",0
273405,Riesen Nadine,74,1,Rare,LB,Switzerl.,GPFBL,Frankfurt,TRUE,FALSE,FALSE,FALSE,4,"LB,RB",350
252382,Bosch Jesse,65,0,Common,CM,Netherlands,Eredivisie,Willem II,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM",200
273406,Megroz Naomi,73,1,Rare,LB,Switzerl.,Schweizer Damen Liga,FC Zurich,TRUE,FALSE,FALSE,FALSE,4,"LB,RB",350
252383,Zerrouki Ramiz,75,0,Common,CDM,Algeria,Eredivisie,Feyenoord,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",350
252385,Sweeney Jayden,63,0,Common,LB,England,EFL League One,Leyton Orient,TRUE,FALSE,FALSE,FALSE,0,LB,200
252386,Kevin Carlos,69,0,Common,ST,Spain,CSSL ,FC Basel 1893,TRUE,FALSE,FALSE,FALSE,0,ST,200
273411,Peng Livia,70,0,Common,GK,Switzerl.,GPFBL,SV Werder Bremen,TRUE,FALSE,FALSE,FALSE,0,GK,200
231366,Lienhart Philipp,79,0,Common,CB,Austria,Bundesliga,SC Freiburg,TRUE,FALSE,FALSE,FALSE,0,CB,650
50602476,Salah Ibrahim,70,0,Common,ST,Morocco,Ligue 1 McDonald's,Stade Brestois 29,TRUE,FALSE,FALSE,FALSE,0,"ST,LM",200
189324,McCarthy Alex,71,0,Common,GK,England,Premier League,Southampton,TRUE,FALSE,FALSE,FALSE,0,GK,600
210347,Lucic Ivan,69,0,Common,GK,Austria,Liga Hrvatska,Hajduk Split,TRUE,FALSE,FALSE,FALSE,0,GK,200
50560437,Robert Sanchez,83,91,Storyline,GK,Spain,Premier League,Chelsea,TRUE,FALSE,FALSE,FALSE,0,GK,0
210354,Durholtz Luca,64,1,Rare,CM,Germany,Bundesliga 2,SV Elversberg,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM",200
189332,Jordi Alba,80,0,Common,LB,Spain,MLS,Inter Miami CF,TRUE,FALSE,FALSE,FALSE,0,LB,550
231379,Hoffmann Niklas,65,0,Common,CB,Germany,3. Liga,SV Waldhof,TRUE,FALSE,FALSE,FALSE,0,"CB,CDM",200
210358,Brignoli Alberto,75,0,Common,GK,Italy,Hellas Liga,AEK Athens,TRUE,FALSE,FALSE,FALSE,0,GK,350
231383,Aygun Yavuz,63,1,Rare,GK,Türkiye,Trendyol Super Lig,Konyaspor,TRUE,FALSE,FALSE,FALSE,4,GK,200
189338,Urretaviscaya Jonathan,69,1,Rare,CAM,Uruguay,Sudamericana,Racing Club,TRUE,FALSE,FALSE,FALSE,4,"CAM,CM,LM",300
210361,Godeau Bruno,69,0,Common,CB,Belgium,1A Pro League,STVV,TRUE,FALSE,FALSE,FALSE,0,CB,200
189342,Pinsoglio Carlo,72,1,Rare,GK,Italy,Serie A Enilive,Juventus,TRUE,FALSE,FALSE,FALSE,4,GK,450
210366,Lomb Niklas,66,0,Common,GK,Germany,Bundesliga,Leverkusen,TRUE,FALSE,FALSE,FALSE,0,GK,400
231390,Diogo Goncalves,71,1,Rare,CM,Portugal,MLS,Real Salt Lake,TRUE,FALSE,FALSE,FALSE,4,CM,350
210368,Duncan Jack,61,0,Common,GK,Australia,A-League,Melb. Victory,TRUE,FALSE,FALSE,FALSE,0,GK,200
231394,Berto,68,1,Rare,LM,Cape Verde,SUPERLIGA,FC Univ. Cluj,TRUE,FALSE,FALSE,FALSE,4,"LM,RW,ST,LW",400
231396,Kelly Ciaran,62,0,Common,CB,Ireland,EFL League Two,Bradford City,TRUE,FALSE,FALSE,FALSE,0,CB,200
252421,Al Dawsari Mohammed,65,0,Common,RB,Saudi Ara.,ROSHN Saudi League,Al Raed,TRUE,FALSE,FALSE,FALSE,0,"RB,RM",200
50560461,Aleix Garcia,85,91,Storyline,CM,Spain,Bundesliga,Leverkusen,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",0
210377,Joao Teixeira,72,0,Common,CAM,Portugal,CSL,Shanghai Shenhua,TRUE,FALSE,FALSE,FALSE,0,"CAM,RW",200
50560463,Roberts Tyler,68,0,Common,CAM,Wales,EFL League One,Northampton,TRUE,FALSE,FALSE,FALSE,0,"CAM,RM,ST",200
210380,Diamantakos Dimitris,71,1,Rare,ST,Greece,ISL,East Bengal,TRUE,FALSE,FALSE,FALSE,4,"ST,RW,LW",300
210381,Lykogiannis Charalampos,73,1,Rare,LB,Greece,Serie A Enilive,Bologna,TRUE,FALSE,FALSE,FALSE,4,"LB,LM",350
252427,Jeong Min Ki,66,0,Common,GK,Korea Rep.,K League 1,Suwon FC,TRUE,FALSE,FALSE,FALSE,0,GK,200
50602512,Nsingi Nachon,66,1,Rare,ST,Belgium,Ligue 2 BKT,USL Dunkerque,TRUE,FALSE,FALSE,FALSE,4,ST,300
252428,Kim Tae Hun,54,0,Common,GK,Korea Rep.,K League 1,Gimcheon Sangmu,TRUE,FALSE,FALSE,FALSE,0,GK,200
210384,Haps Ridgeciano,70,0,Common,LM,Suriname,Serie A Enilive,Venezia,TRUE,FALSE,FALSE,FALSE,0,"LM,LB,LW",200
231408,Leko Jonathan,64,0,Common,ST,England,EFL League Two,MK Dons,TRUE,FALSE,FALSE,FALSE,0,"ST,RW",200
210385,Rui Silva,81,0,Common,GK,Portugal,LALIGA EA SPORTS,Real Betis,TRUE,FALSE,FALSE,FALSE,0,GK,650
210386,Peterson Kristoffer,67,0,Common,LM,Sweden,Eredivisie,Fortuna Sittard,TRUE,FALSE,FALSE,FALSE,0,"LM,RM,LW",200
252432,Maeng Seong Ung,58,0,Common,CM,Korea Rep.,K League 1,Gimcheon Sangmu,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",200
231410,Brahim,82,1,Rare,CAM,Morocco,LALIGA EA SPORTS,Real Madrid,TRUE,FALSE,FALSE,FALSE,4,"CAM,RW,LW",650
50602518,Miguel Nobrega,70,0,Common,CB,Portugal,PKO BP Ekstraklasa,Piast Gliwice,TRUE,FALSE,FALSE,FALSE,0,CB,200
231411,McKenzie Robbie,61,0,Common,RB,England,EFL League Two,Gillingham,TRUE,FALSE,FALSE,FALSE,0,"RB,LB",200
252434,Mawa Moses,63,0,Common,ST,Norway,Eliteserien,HamKam Fotball,TRUE,FALSE,FALSE,FALSE,0,ST,200
210389,Smith Brad,64,1,Rare,LM,Australia,MLS,Houston Dynamo,TRUE,FALSE,FALSE,FALSE,4,"LM,LB,LW",200
252435,Austerfield Josh,59,0,Common,CM,England,EFL League Two,Salford City,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",200
231413,Verrips Michael,66,0,Common,GK,Netherlands,1A Pro League,FCV Dender EH,TRUE,FALSE,FALSE,FALSE,0,GK,200
273459,Rigg Chris,61,0,Common,CM,England,EFL Championship,Sunderland,TRUE,FALSE,FALSE,FALSE,0,"CM,RM,RW",200
231414,Waldo,71,1,Rare,LM,Spain,LALIGA HYPERMOTION,CD Tenerife,TRUE,FALSE,FALSE,FALSE,4,"LM,RM,LW",300
210392,McLaughlin Ryan,58,0,Common,RB,N. Ireland,SSE Airtricity PD,St. Pats,TRUE,FALSE,FALSE,FALSE,0,RB,200
50539455,Fraser Ryan,72,0,Common,LW,Scotland,Premier League,Southampton,TRUE,FALSE,FALSE,FALSE,0,"LW,LM",350
231416,Lukebakio Dodi,79,0,Common,RW,Belgium,LALIGA EA SPORTS,Sevilla FC,TRUE,FALSE,FALSE,FALSE,0,"RW,RM,ST,LW",350
273463,Joao Gomes,78,0,Common,CDM,Brazil,Premier League,Wolves,TRUE,FALSE,FALSE,FALSE,0,"CDM,CM",350
252440,Zortea Nadir,70,0,Common,RB,Italy,Serie A Enilive,Cagliari,TRUE,FALSE,FALSE,FALSE,0,"RB,RM",400
273464,Gordon John-Kymani,59,0,Common,ST,England,EFL League Two,Colchester,TRUE,FALSE,FALSE,FALSE,0,"ST,LW",200
252442,Delprato Enrico,75,0,Common,RB,Italy,Serie A Enilive,Parma,TRUE,FALSE,FALSE,FALSE,0,"RB,CB",500
273466,Thompson Alyssa,74,1,Rare,LW,USA,NWSL,Angel City FC,TRUE,FALSE,FALSE,FALSE,4,"LW,LM,RW",350
273467,Cooper Michelle,69,0,Common,RM,USA,NWSL,KC Current,TRUE,FALSE,FALSE,FALSE,0,"RM,RW,ST",200
273468,Sams Emily,70,0,Common,CB,USA,NWSL,Orlando Pride,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",200
231423,De Norre Casper,71,0,Common,CM,Belgium,EFL Championship,Millwall,TRUE,FALSE,FALSE,FALSE,0,"CM,CDM",200
273469,Nighswonger Jenna,71,1,Rare,LB,USA,NWSL,NJ/NY Gotham,TRUE,FALSE,FALSE,FALSE,4,LB,300
231424,Arslan Ahmet,67,0,Common,CM,Germany,3. Liga,Rot-Weiss Essen,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM",200
273470,Reyes Reyna,70,0,Common,RB,Mexico,NWSL,Portland Thorns,TRUE,FALSE,FALSE,FALSE,0,"RB,LB",200
210401,Donis Christos,65,0,Common,CDM,Greece,PKO BP Ekstraklasa,Radomiak Radom,TRUE,FALSE,FALSE,FALSE,0,CDM,200
273471,Wingate Olivia,69,0,Common,ST,USA,NWSL,NC Courage,TRUE,FALSE,FALSE,FALSE,0,ST,200
252448,Leweling Jamie,74,1,Rare,RM,Germany,Bundesliga,VfB Stuttgart,TRUE,FALSE,FALSE,FALSE,4,"RM,RW,ST",550
273472,Hocking Penelope,70,0,Common,LM,USA,NWSL,Chicago Red Stars,TRUE,FALSE,FALSE,FALSE,0,"LM,ST,LW",0
273473,Collins Sydney,69,0,Common,CB,Canada,NWSL,NC Courage,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",200
252450,Boyes Harry,62,0,Common,LB,England,EFL Championship,Sheffield Utd,TRUE,FALSE,FALSE,FALSE,0,LB,200
50602535,Triantis Nectarios,65,0,Common,CB,Australia,Scottish Prem,Hibernian,TRUE,FALSE,FALSE,FALSE,0,CB,200
231428,Bandinelli Filippo,70,0,Common,CM,Italy,Serie BKT,Spezia,TRUE,FALSE,FALSE,FALSE,0,CM,200
210406,Zielinski Piotr,81,1,Rare,CM,Poland,Serie A Enilive,Lombardia FC,TRUE,FALSE,FALSE,FALSE,4,"CM,CDM",650
273476,Hopkins Haley,70,0,Common,ST,USA,NWSL,NC Courage,TRUE,FALSE,FALSE,FALSE,0,"ST,LM",200
273477,D'Aquila Izzy,67,0,Common,ST,USA,NWSL,Portland Thorns,TRUE,FALSE,FALSE,FALSE,0,ST,200
231432,Horan Lindsey,86,1,Rare,CM,USA,Arkema PL,OL,TRUE,FALSE,FALSE,FALSE,4,"CM,CAM",8600
189387,Mickel Tom,63,0,Common,GK,Germany,Bundesliga 2,Hamburger SV,TRUE,FALSE,FALSE,FALSE,0,GK,200
252456,Klaus Carl,67,0,Common,GK,Germany,Bundesliga,Union Berlin,TRUE,FALSE,FALSE,FALSE,0,GK,400
273480,Robinson Gabrielle,68,0,Common,CB,USA,NWSL,KC Current,TRUE,FALSE,FALSE,FALSE,0,CB,200
210411,Otavio,82,1,Rare,CAM,Portugal,ROSHN Saudi League,Al Nassr,TRUE,FALSE,FALSE,FALSE,4,"CAM,RM,CM",650
273481,Fischer Kayla,70,0,Common,CAM,USA,NWSL,Rac. Louisville,TRUE,FALSE,FALSE,FALSE,0,"CAM,CM",250
231436,Diangana Grady,72,0,Common,LM,DR Congo,EFL Championship,West Brom,TRUE,FALSE,FALSE,FALSE,0,"LM,RM,CAM,LW",200
273482,Martinez Brianna,68,0,Common,RB,USA,NWSL,Orlando Pride,TRUE,FALSE,FALSE,FALSE,0,RB,200
210413,Romagnoli Alessio,83,1,Rare,CB,Italy,Serie A Enilive,Latium,TRUE,FALSE,FALSE,FALSE,4,CB,900
273483,Silkowitz Jordan,69,0,Common,GK,USA,NWSL,KC Current,TRUE,FALSE,FALSE,FALSE,0,GK,0
273484,Holmes Shae,66,0,Common,CB,USA,NWSL,Seattle Reign,TRUE,FALSE,FALSE,FALSE,0,"CB,LB",200
273485,Hirst Sophie,67,0,Common,CDM,USA,NWSL,Houston Dash,TRUE,FALSE,FALSE,FALSE,0,CDM,0
252462,Schoonderwaldt Youri,62,0,Common,GK,Netherlands,Eredivisie,Sparta Rotterdam,TRUE,FALSE,FALSE,FALSE,0,GK,200
273486,Bright Messiah,68,0,Common,ST,USA,NWSL,Angel City FC,TRUE,FALSE,FALSE,FALSE,0,"ST,LW",200
273487,Harris Jyllissa,66,0,Common,CB,USA,NWSL,Houston Dash,TRUE,FALSE,FALSE,FALSE,0,CB,200
252464,Dallas Andy,61,0,Common,ST,Scotland,EFL League Two,Barrow,TRUE,FALSE,FALSE,FALSE,0,ST,200
273488,Schlegel Ally,68,0,Common,ST,USA,NWSL,Chicago Red Stars,TRUE,FALSE,FALSE,FALSE,0,"ST,CAM",200
231443,Dembele Ousmane,86,1,Rare,RW,France,Ligue 1 McDonald's,Paris SG,TRUE,FALSE,FALSE,FALSE,4,"RW,RM,CAM",82000
231445,Dasilva Josh,73,1,Rare,CM,England,Premier League,Brentford,TRUE,FALSE,FALSE,FALSE,4,CM,450
210422,Kaminski Krzysztof,64,1,Rare,GK,Poland,PKO BP Ekstraklasa,Pogon Szczecin,TRUE,FALSE,FALSE,FALSE,4,GK,200
252468,Toure Al Hassan,63,1,Rare,RM,Australia,Ligue 2 BKT,AC Ajaccio,TRUE,FALSE,FALSE,FALSE,4,"RM,LM,RW,ST",200
50560507,Lidberg Isac,80,3,Team of the Week,ST,Sweden,Bundesliga 2,SV Darmstadt 98,TRUE,FALSE,FALSE,FALSE,4,"ST,LM",10750
231446,McGuane Marcus,67,1,Rare,CDM,England,EFL Championship,Bristol City,TRUE,FALSE,FALSE,FALSE,4,"CDM,CM",300
273492,Anderson Angelina,70,0,Common,GK,USA,NWSL,Angel City FC,TRUE,FALSE,FALSE,FALSE,0,GK,200
210423,Rusnak Albert,73,1,Rare,CAM,Slovakia,MLS,Sounders FC,TRUE,FALSE,FALSE,FALSE,4,"CAM,CDM,CM",350
231447,Malen Donyell,83,1,Rare,RM,Netherlands,Bundesliga,Borussia Dortmund,TRUE,FALSE,FALSE,FALSE,4,"RM,LM,RW,ST",900
273493,Bosselmann Lyza,67,0,Common,GK,USA,NWSL,Washington Spirit,TRUE,FALSE,FALSE,FALSE,0,GK,200
252470,Matchoi Djalo,69,1,Rare,RW,Portugal,Trendyol Super Lig,Basaksehir,TRUE,FALSE,FALSE,FALSE,4,"RW,RM,CAM,LW",300
231448,Nelson Reiss,75,0,Common,RW,England,Premier League,Arsenal,TRUE,FALSE,FALSE,FALSE,0,"RW,RM,LW",0
210427,Fabio Nunes,65,0,Common,RW,Portugal,PKO BP Ekstraklasa,Widzew Lodz,TRUE,FALSE,FALSE,FALSE,0,"RW,LB,RM",200
273499,Silano Lena,69,0,Common,ST,USA,NWSL,Washington Spirit,TRUE,FALSE,FALSE,FALSE,0,"ST,RM,LM",200
252476,Okedina Jubril,63,0,Common,CB,Malawi,EFL League One,Cambridge Utd,TRUE,FALSE,FALSE,FALSE,0,"CB,RB",200
273502,Kuhlmann Civana,69,0,Common,ST,USA,NWSL,Washington Spirit,TRUE,FALSE,FALSE,FALSE,0,ST,200
273504,Yates Summer,67,0,Common,CAM,USA,NWSL,Orlando Pride,TRUE,FALSE,FALSE,FALSE,0,CAM,300
231460,Roberto Alves,64,1,Rare,CDM,Switzerl.,PKO BP Ekstraklasa,Radomiak Radom,TRUE,FALSE,FALSE,FALSE,4,"CDM,CM,CAM",200
252483,Doughty Alfie,77,0,Common,LB,England,EFL Championship,Luton Town,TRUE,FALSE,FALSE,FALSE,0,LB,500
231461,Halder Pronay,58,1,Rare,CDM,India,ISL,Jamshedpur FC,TRUE,FALSE,FALSE,FALSE,4,"CDM,CB,CM",200
252484,Deaconu Ronaldo,66,0,Common,CM,Romania,SUPERLIGA,FC Hermannstadt,TRUE,FALSE,FALSE,FALSE,0,"CM,CAM,RW",200
273508,Jones Sophie,63,0,Common,CDM,USA,NWSL,Chicago Red Stars,TRUE,FALSE,FALSE,FALSE,0,CDM,200
210439,Boutaib Khalid,67,0,Common,ST,Morocco,Ligue 2 BKT,Pau FC,TRUE,FALSE,FALSE,FALSE,0,ST,250
252485,Obeng Samuel,68,1,Rare,ST,Ghana,Liga Portugal,Casa Pia AC,TRUE,FALSE,FALSE,FALSE,4,ST,300
231464,Velasquez John,66,0,Common,CAM,Colombia,Liga Portugal,Farense,TRUE,FALSE,FALSE,FALSE,0,"CAM,RW",200
252487,Olatunji Victor,72,0,Common,ST,Nigeria,Ceska Liga,Sparta Praha,TRUE,FALSE,FALSE,FALSE,0,ST,200
252488,Sardella Killian,72,0,Common,RB,Belgium,1A Pro League,RSC Anderlecht,TRUE,FALSE,FALSE,FALSE,0,"RB,LB",250
252489,Kana Marco,68,0,Common,CDM,Belgium,1A Pro League,RSC Anderlecht,TRUE,FALSE,FALSE,FALSE,0,"CDM,CB,CM",250
252494,Szymczak Filip,66,0,Common,ST,Poland,PKO BP Ekstraklasa,Lech Poznan,TRUE,FALSE,FALSE,FALSE,0,"ST,RM,LM",200
231472,Ntim Emmanuel,66,1,Rare,CB,Ghana,Ligue 2 BKT,SM Caen,TRUE,FALSE,FALSE,FALSE,4,CB,300
252495,Kaminski Jakub,73,1,Rare,LM,Poland,Bundesliga,VfL Wolfsburg,TRUE,FALSE,FALSE,FALSE,4,"LM,LW",450
210450,Toure Abdoulaye,72,1,Rare,CDM,Guinea,Ligue 1 McDonald's,Havre AC,TRUE,FALSE,FALSE,FALSE,4,"CDM,CM",350
273520,Hamano Maika,73,1,Rare,CAM,Japan,Barclays WSL,Chelsea,TRUE,FALSE,FALSE,FALSE,4,"CAM,CM",2800
