"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Botman","83","Rare","CB","Netherlands","Premier League","Newcastle Utd","Min:850 Max:10000","0","0","7","true","false","251809","false","false","CB","900"
"Gerard Moreno","83","Rare","ST","Spain","LALIGA EA SPORTS","Villarreal CF","Min:850 Max:10000","0","0","7","true","false","208093","false","false","RM,CF,ST","900"
"Ferran Torres","82","Rare","LW","Spain","LALIGA EA SPORTS","FC Barcelona","--NA--","1100","582","0","false","false","241461","false","true","LM,RW,ST,LW","750"
"Zaccagni","82","Rare","LW","Italy","Serie A TIM","Latium","--NA--","4000","582","1","false","false","220502","false","false","LM,LW","1300"
"Mazraoui","82","Rare","RB","Morocco","Bundesliga","FC Bayern München","--NA--","0","0","7","true","false","236401","false","false","RWB,RB","750"
"Giroud","82","Common","ST","France","Serie A TIM","Milan","--NA--","0","0","7","true","false","178509","false","false","CF,ST","700"
"João Mário","82","Rare","RM","Portugal","Liga Portugal","SL Benfica","Min:700 Max:10000","0","0","7","true","false","212814","false","false","RM,CM,LM,RW","750"
"Huerta","82","Rare","RB","United States","NWSL","OL Reign","Min:700 Max:10000","0","0","7","true","false","242024","false","false","RWB,RB","750"
"Dali","82","Rare","CM","France","Barclays WSL","Aston Villa","Min:700 Max:10000","0","0","7","true","false","227353","false","false","CM,CAM","750"
"Alba Redondo","82","Rare","ST","Spain","Liga F","Levante UD","Min:700 Max:10000","0","0","7","true","false","246774","false","false","CF,RW,ST,LW","750"
"Hasegawa","82","Common","CDM","Japan","Barclays WSL","Manchester City","Min:350 Max:10000","0","0","7","true","false","245830","false","false","CDM,CM,CAM","700"
"Balde","81","Rare","LB","Spain","LALIGA EA SPORTS","FC Barcelona","--NA--","2900","575","9","false","false","263578","false","true","RB,LB,LWB","700"
"Felipe Anderson","81","Rare","RW","Brazil","Serie A TIM","Latium","--NA--","4800","575","10","false","false","201995","false","true","RM,RW,ST","1000"
"Dumfries","81","Rare","RWB","Netherlands","Serie A TIM","Inter","--NA--","2200","575","4","false","false","233096","false","false","RWB,RB,RM","750"
"Ojeda","81","Special","RM","Argentina","MLS","Orlando City","Min:9900 Max:30000","0","0","6","true","false","50572392","false","false","RM,LM,RW","10000"
"Mário Rui","81","Rare","LB","Portugal","Serie A TIM","Napoli FC","Min:650 Max:10000","0","0","7","true","false","204614","false","false","LB,LWB","700"
"González","81","Common","RW","Argentina","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","240690","false","false","RM,RW,LW","500"
"Kulusevski","81","Common","RW","Sweden","Premier League","Spurs","Min:350 Max:10000","0","0","7","true","false","247394","false","false","RM,RW","600"
"Jensen","81","Rare","ST","Norway","Liga F","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","227369","false","false","CF,ST","700"
"Vilhjálmsdóttir","81","Special","RW","Iceland","GPFBL","Leverkusen","Min:9900 Max:30000","0","0","7","true","false","50596539","false","false","RM,RW","10000"
"Deulofeu","80","Rare","CF","Spain","Serie A TIM","Udinese","--NA--","3600","568","10","false","false","202477","false","true","CF,ST","800"
"Bataille","80","Special","RB","Belgium","1A Pro League","Royal Antwerp FC","Min:9800 Max:30000","0","0","2","true","false","50570954","false","false","RWB,RB,LB","11000"
"Tierney","80","Rare","LB","Scotland","LALIGA EA SPORTS","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","226491","false","false","LB,LWB","700"
"Edwards","80","Common","RW","England","Liga Portugal","Sporting CP","Min:350 Max:10000","0","0","7","true","false","235619","false","false","RM,RW,ST,LW","500"
"De Marcos","80","Rare","RB","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","190149","false","false","RWB,RB","700"
"Palacios","80","Rare","CM","Argentina","Bundesliga","Leverkusen","Min:650 Max:10000","0","0","7","true","false","231521","false","false","CDM,CM,CAM","700"
"Danso","80","Rare","CB","Austria","Ligue 1 Uber Eats","RC Lens","Min:650 Max:10000","0","0","7","true","false","237985","false","false","CB","700"
"Savanier","80","Rare","CAM","France","Ligue 1 Uber Eats","Montpellier","Min:650 Max:10000","0","0","7","true","false","205686","false","false","CM,CAM","700"
"Bensebaini","80","Rare","LB","Algeria","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","224196","false","false","CB,LB,LWB","700"
"Ávila","80","Rare","ST","Argentina","LALIGA EA SPORTS","CA Osasuna","Min:650 Max:10000","0","0","7","true","false","228520","false","false","RM,LM,CF,ST","700"
"Halilović","80","Special","CAM","Croatia","Eredivisie","Fortuna Sittard","Min:9800 Max:30000","0","0","7","true","false","50547997","false","false","RM,CAM,RW","10500"
"Zinchenko","80","Common","LB","Ukraine","Premier League","Arsenal","Min:350 Max:10000","0","0","7","true","false","227813","false","false","LB,LWB","900"
"Mewis","80","Rare","CM","United States","NWSL","KC Current","Min:650 Max:10000","0","0","7","true","false","226338","false","false","CM,CAM","700"
"Charles","80","Common","RB","England","Barclays WSL","Chelsea","Min:350 Max:10000","0","0","7","true","false","263007","false","false","RWB,RB,RW,LW","500"
"Fleming","80","Rare","CM","Canada","Barclays WSL","Chelsea","Min:650 Max:10000","0","0","7","true","false","227387","false","false","CM,RW,LW","700"
"Castellanos","80","Rare","CM","Venezuela","Barclays WSL","Manchester City","Min:650 Max:10000","0","0","7","true","false","268303","false","false","CM,CAM","700"
"Lazzari","79","Rare","RB","Italy","Serie A TIM","Latium","--NA--","700","561","13","false","false","235374","false","true","RWB,RB","700"
"Mandanda","79","Common","GK","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","0","7","true","false","163705","false","false","GK","550"
"Mewis","79","Rare","CM","United States","NWSL","NJ/NY Gotham","Min:650 Max:10000","0","0","7","true","false","226351","false","false","CM","700"
"Bowen","79","Common","RM","England","Premier League","West Ham","Min:350 Max:10000","0","0","7","true","false","224371","false","false","RM,RW","650"
"Nico Williams","79","Rare","RM","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","256516","false","false","RM,LM,RW","2000"
"Coffey","79","Rare","CDM","United States","NWSL","Portland Thorns","Min:650 Max:10000","0","0","7","true","false","267217","false","false","CDM","700"
"Hartig","79","Rare","CM","Germany","GPFBL","TSG Hoffenheim","Min:650 Max:10000","0","0","7","true","false","264990","false","false","CM","700"
"Raspadori","79","Rare","CF","Italy","Serie A TIM","Napoli FC","Min:650 Max:10000","0","0","7","true","false","253002","false","false","CF,ST,LW","700"
"Picaud","79","Common","GK","France","D1 Arkema","Paris SG","Min:350 Max:10000","0","0","7","true","false","264895","false","false","GK","500"
"Simons","79","Rare","CAM","Netherlands","Bundesliga","RB Leipzig","Min:650 Max:10000","0","0","7","true","false","245367","false","false","CAM,RW,LW","700"
"Trauner","79","Rare","CB","Austria","Eredivisie","Feyenoord","Min:650 Max:10000","0","0","7","true","false","199813","false","false","CB","700"
"Baumgartner","79","Common","CAM","Austria","Bundesliga","RB Leipzig","Min:350 Max:10000","0","0","7","true","false","242187","false","false","CM,CAM,CF","550"
"José Sá","79","Common","GK","Portugal","Premier League","Wolves","Min:350 Max:10000","0","0","7","true","false","212442","false","false","GK","450"
"Thuram","79","Common","ST","France","Serie A TIM","Inter","Min:350 Max:10000","0","0","7","true","false","228093","false","false","CF,ST","500"
"Sørloth","79","Common","ST","Norway","LALIGA EA SPORTS","Villarreal CF","Min:350 Max:10000","0","0","7","true","false","216549","false","false","CF,ST","400"
"Corboz","79","Common","CM","United States","D1 Arkema","Stade de Reims","Min:350 Max:10000","0","0","7","true","false","265901","false","false","CM,CAM","500"
"McGregor","79","Rare","CDM","Scotland","cinch Prem","Celtic","Min:650 Max:10000","0","0","7","true","false","211093","false","false","CDM,CM","700"
"Casale","79","Rare","CB","Italy","Serie A TIM","Latium","Min:650 Max:10000","0","0","7","true","false","239770","false","false","CB","700"
"Vivian","79","Common","CB","Spain","LALIGA EA SPORTS","Athletic Club","Min:350 Max:10000","0","0","7","true","false","248550","false","false","CB","550"
"Kalulu","78","Rare","CB","France","Serie A TIM","Milan","--NA--","800","554","0","false","false","255654","false","true","RB,CB","700"
"Salma Paralluelo","78","Rare","LW","Spain","Liga F","FC Barcelona","--NA--","1600","554","8","false","false","269404","false","true","LM,RW,LW","700"
"Ward-Prowse","78","Common","CM","England","Premier League","West Ham","Min:350 Max:10000","0","0","30","true","false","205569","false","false","CM","450"
"Scamacca","78","Common","ST","Italy","Serie A TIM","Bergamo Calcio","Min:350 Max:10000","0","0","7","true","false","226710","false","false","CF,ST","450"
"Reguilón","78","Common","LB","Spain","Premier League","Manchester Utd","Min:350 Max:10000","0","0","7","true","false","50576927","false","false","LB,LWB","450"
"Lafont","78","Rare","GK","France","Ligue 1 Uber Eats","FC Nantes","Min:650 Max:10000","0","0","7","true","false","231691","false","false","GK","700"
"Riley","78","Rare","RB","New Zealand","NWSL","Angel City FC","Min:650 Max:10000","0","0","7","true","false","233343","false","false","RWB,RB,LB","700"
"Igor Coronado","78","Rare","CAM","Brazil","ROSHN Saudi League","Al Ittihad","Min:650 Max:10000","0","0","7","true","false","202599","false","false","CM,LM,CAM","700"
"Özcan","78","Rare","CDM","Turkey","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","235407","false","false","CDM,CM","700"
"Galeno","78","Rare","LM","Brazil","Liga Portugal","FC Porto","Min:650 Max:10000","0","0","7","true","false","239482","false","false","LM,LW","700"
"Nzola","78","Rare","ST","Angola","Serie A TIM","Fiorentina","Min:650 Max:10000","0","0","7","true","false","240452","false","false","CF,ST","700"
"El Shaarawy","78","Common","LM","Italy","Serie A TIM","Roma FC","Min:350 Max:10000","0","0","7","true","false","190813","false","false","LM,LW","900"
"Aitor","78","Common","GK","Spain","LALIGA EA SPORTS","CA Osasuna","Min:350 Max:10000","0","0","7","true","false","193314","false","false","GK","500"
"Dúbravka","78","Common","GK","Slovakia","Premier League","Newcastle Utd","Min:350 Max:10000","0","0","7","true","false","220407","false","false","GK","450"
"Laba","78","Common","ST","Togo","United Emirates League","Al Ain FC","Min:350 Max:10000","0","0","7","true","false","251353","false","false","CF,ST","450"
"van de Sanden","78","Rare","RM","Netherlands","Barclays WSL","Liverpool","Min:650 Max:10000","0","0","7","true","false","233752","false","false","RM,RW","700"
"Malacia","78","Rare","LB","Netherlands","Premier League","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","238041","false","false","LB,LWB","700"
"Wahi","78","Rare","ST","France","Ligue 1 Uber Eats","RC Lens","Min:650 Max:10000","0","0","7","true","false","260407","false","false","LM,CF,ST","700"
"Trésor","78","Rare","LM","Belgium","Premier League","Burnley","Min:650 Max:10000","0","0","7","true","false","50584798","false","false","LM,CAM,LW","700"
"Webster","78","Common","CB","England","Premier League","Brighton","Min:350 Max:10000","0","0","7","true","false","207616","false","false","CB","500"
"Henry","78","Rare","LB","England","Premier League","Brentford","Min:650 Max:10000","0","0","7","true","false","224494","false","false","LB,LWB","700"
"Diallo","78","Common","ST","Senegal","ROSHN Saudi League","Al Shabab","Min:350 Max:10000","0","0","7","true","false","225293","false","false","CF,ST","450"
"Luis Milla","78","Common","CM","Spain","LALIGA EA SPORTS","Getafe CF","Min:350 Max:10000","0","0","7","true","false","242201","false","false","CDM,CM","400"
"Hegazi","78","Common","CB","Egypt","ROSHN Saudi League","Al Ittihad","Min:350 Max:10000","0","0","7","true","false","210648","false","false","CB","500"
"Furuhashi","77","Rare","ST","Japan","cinch Prem","Celtic","Min:650 Max:10000","0","0","7","true","false","245538","false","false","CF,ST","700"
"Bühler","77","Rare","CB","Switzerland","Barclays WSL","Spurs","Min:650 Max:10000","0","0","7","true","false","264998","false","false","CB","850"
"Rodri","77","Common","LM","Spain","LALIGA EA SPORTS","Real Betis","Min:350 Max:10000","0","0","7","true","false","259681","false","false","RM,LM,CAM,LW","550"
"Loftus-Cheek","77","Common","CM","England","Serie A TIM","Milan","Min:350 Max:10000","0","0","7","true","false","213666","false","false","RWB,CDM,CM","400"
"Chalobah","77","Common","CB","England","Premier League","Chelsea","Min:350 Max:10000","0","0","7","true","false","230918","false","false","RB,CB,CDM","450"
"Elvedi","77","Common","CB","Switzerland","Bundesliga","M'gladbach","Min:350 Max:10000","0","0","7","true","false","221491","false","false","CB","400"
"Diego Rico","77","Common","LB","Spain","LALIGA EA SPORTS","Getafe CF","Min:350 Max:10000","0","0","7","true","false","50552062","false","false","LB,LWB","400"
"Udogie","77","Rare","LB","Italy","Premier League","Spurs","Min:650 Max:10000","0","0","7","true","false","259583","false","false","LB,LWB,LM","700"
"Ferri","77","Common","CDM","France","Ligue 1 Uber Eats","Montpellier","Min:350 Max:10000","0","0","7","true","false","206306","false","false","CDM,CM","500"
"Hoekstra","77","Common","ST","Netherlands","Nederland Vrouwen Liga","Ajax","Min:350 Max:10000","0","0","7","true","false","275971","false","false","CF,ST","500"
"Ana Tejada","77","Rare","CB","Spain","Liga F","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","272206","false","false","CB","700"
"Konan","77","Common","LB","Ivory Coast","ROSHN Saudi League","Al Fayha","Min:350 Max:10000","0","0","7","true","false","50567282","false","false","LB,LWB","400"
"Itakura","77","Rare","CB","Japan","Bundesliga","M'gladbach","Min:650 Max:10000","0","0","7","true","false","233152","false","false","CB,CDM","700"
"González Pirez","77","Special","CB","Argentina","Libertadores","River Plate","Min:650 Max:10000","0","0","7","true","false","199669","false","false","CB","700"
"Eric Curbelo","76","Rare","CB","Spain","LALIGA EA SPORTS","UD Las Palmas","--NA--","1200","540","10","false","false","237442","false","true","RB,CB","700"
"Anna Torrodà","76","Common","CDM","Spain","Liga F","Levante UD","Min:350 Max:10000","0","0","7","true","false","262459","false","false","CB,CDM,CM","400"
"Živković","76","Common","RW","Serbia","Hellas Liga","PAOK FC","Min:350 Max:10000","0","0","7","true","false","220746","false","false","RM,RW,LW","400"
"Ostermeier","76","Common","CB","Germany","GPFBL","Leverkusen","Min:350 Max:10000","0","0","7","true","false","265052","false","false","RB,CB","400"
"McNeil","76","Common","LM","England","Premier League","Everton","Min:350 Max:10000","0","0","7","true","false","243282","false","false","RM,LM,LW","450"
"Cucho Hernández","76","Rare","ST","Colombia","MLS","Columbus Crew","Min:650 Max:10000","0","0","7","true","false","237034","false","false","RM,LM,CF,ST","700"
"De Sciglio","76","Common","RB","Italy","Serie A TIM","Juventus","Min:350 Max:10000","0","0","7","true","false","206058","false","false","RWB,RB,LB,RM","950"
"Chiquinho","76","Common","CM","Portugal","Liga Portugal","SL Benfica","Min:350 Max:10000","0","0","7","true","false","243686","false","false","CM,CAM","400"
"Sanusi","76","Rare","LB","Nigeria","Liga Portugal","FC Porto","Min:650 Max:10000","0","0","7","true","false","251528","false","false","LB,LWB","700"
"Villalba","76","Special","CB","Argentina","Libertadores","Argentinos Jrs.","Min:650 Max:10000","0","0","7","true","false","214937","false","false","CB","700"
"Wijndal","76","Common","LB","Netherlands","1A Pro League","Royal Antwerp FC","Min:350 Max:10000","0","0","7","true","false","50568220","false","false","LB,LWB","400"
"David Carmo","76","Common","CB","Portugal","Liga Portugal","FC Porto","Min:350 Max:10000","0","0","7","true","false","251616","false","false","CB","400"
"Gaćinović","76","Common","LM","Serbia","Hellas Liga","AEK Athens","Min:350 Max:10000","0","0","7","true","false","230564","false","false","RM,LM,LW","400"
"Turnbow","76","Common","RM","United States","NWSL","San Diego Wave","Min:350 Max:10000","0","0","7","true","false","267390","false","false","RM,LM,RW","450"
"Holmgren","75","Common","GK","Sweden","Liga F","Levante UD","Min:300 Max:10000","0","0","7","true","false","264941","false","false","GK","400"
"Nketiah","75","Common","ST","England","Premier League","Arsenal","Min:300 Max:10000","0","0","7","true","false","236988","false","false","CF,ST","900"
"Stach","75","Rare","CM","Germany","Bundesliga","TSG Hoffenheim","Min:550 Max:4900","0","0","7","true","false","50588839","false","false","CDM,CM,CF","650"
"Fontaine","75","Common","LW","France","D1 Arkema","FC Fleury 91","Min:300 Max:10000","0","0","7","true","false","268261","false","false","LM,LW","450"
"Bernard","75","Common","LW","Brazil","Hellas Liga","Panathinaikos","Min:300 Max:10000","0","0","7","true","false","205525","false","false","LM,CAM,RW,LW","400"
"Diatta","75","Rare","RM","Senegal","Ligue 1 Uber Eats","AS Monaco","Min:600 Max:10000","0","0","7","true","false","238227","false","false","RM,RW","650"
"Ito","75","Rare","CB","Japan","Bundesliga","VfB Stuttgart","Min:600 Max:10000","0","0","7","true","false","234205","false","false","CB,CDM","650"
"Lincoln","75","Common","CAM","Brazil","Trendyol Süper Lig","Fenerbahçe","Min:300 Max:10000","0","0","7","true","false","233585","false","false","LB,LM,CAM","400"
"Walace","75","Common","CDM","Brazil","Serie A TIM","Udinese","Min:300 Max:10000","0","0","7","true","false","222844","false","false","CDM,CM","450"
"Moralez","75","Common","CAM","Argentina","MLS","New York City FC","Min:300 Max:10000","0","0","7","true","false","183895","false","false","CM,CAM","400"
"Giannetti","75","Common","CB","Argentina","LPF","Vélez Sarsfield","Min:300 Max:10000","0","0","7","true","false","215147","false","false","CB","550"
"Murić","75","Rare","GK","Kosovo","Premier League","Burnley","Min:600 Max:10000","0","0","7","true","false","233164","false","false","GK","650"
"Amallah","75","Common","CAM","Morocco","LALIGA EA SPORTS","Valencia CF","Min:300 Max:10000","0","0","7","true","false","229010","false","false","CM,LM,CAM","400"
"Negredo","75","Common","ST","Spain","LALIGA EA SPORTS","Cádiz CF","Min:300 Max:10000","0","0","7","true","false","146439","false","false","CF,ST","450"
"Lascelles","75","Common","CB","England","Premier League","Newcastle Utd","Min:300 Max:10000","0","0","7","true","false","203487","false","false","CB","400"
"Sacko","75","Rare","RB","Mali","Ligue 1 Uber Eats","Montpellier","Min:600 Max:10000","0","0","7","true","false","230147","false","false","RWB,RB,CB","650"
"Haberer","75","Common","CM","Germany","Bundesliga","Union Berlin","Min:300 Max:10000","0","0","7","true","false","211879","false","false","CDM,CM","450"
"Bülter","75","Common","LM","Germany","Bundesliga","TSG Hoffenheim","Min:300 Max:10000","0","0","7","true","false","244390","false","false","LM,ST,LW","650"
"Maurício","75","Common","CDM","Brazil","Liga Portugal","Portimonense SC","Min:300 Max:10000","0","0","7","true","false","184999","false","false","CDM,CM,CAM","400"
"Kévin Rodrigues","75","Common","LB","Portugal","Trendyol Süper Lig","Adana Demirspor","Min:300 Max:10000","0","0","7","true","false","209289","false","false","LB,LWB","450"
"Ndayishimiye","75","Common","CB","Burundi","Ligue 1 Uber Eats","OGC Nice","Min:300 Max:10000","0","0","7","true","false","255533","false","false","CB,CDM,CM","450"
"Bentaleb","75","Common","CDM","Algeria","Ligue 1 Uber Eats","LOSC Lille","Min:300 Max:10000","0","0","7","true","false","213296","false","false","CDM,CM","450"
"Kempf","75","Rare","CB","Germany","Bundesliga 2","Hertha BSC","Min:600 Max:10000","0","0","7","true","false","210719","false","false","CB","650"
"Mykolenko","75","Common","LB","Ukraine","Premier League","Everton","Min:300 Max:10000","0","0","7","true","false","244380","false","false","LB,LWB","450"
"Jon Morcillo","70","Common","LM","Spain","LALIGA HYPERMOTION","SD Amorebieta","Min:150 Max:10000","0","0","7","true","false","258602","false","false","LM,LW","250"
"Lopez","70","Rare","LM","Algeria","Ligue 2 BKT","Paris FC","Min:250 Max:10000","0","0","7","true","false","211240","false","false","LM,CAM,ST,LW","300"
"Baningime","69","Common","CM","DR Congo","cinch Prem","Hearts","Min:150 Max:10000","0","0","6","true","false","238062","false","false","CDM,CM","200"
"Bakwa","69","Rare","RW","France","Ligue 1 Uber Eats","Strasbourg","Min:250 Max:10000","0","0","7","true","false","250789","false","false","RM,LM,RW","600"
"Hermannsson","68","Common","CB","Iceland","Serie BKT","Pisa","Min:150 Max:10000","0","0","7","true","false","208597","false","false","RB,CB","200"
"Sindermann","68","Common","GK","Germany","GPFBL","SGS Essen","Min:150 Max:10000","0","0","7","true","false","265043","false","false","GK","250"
"D'Angelo","68","Common","CDM","Austria","GPFBL","TSG Hoffenheim","Min:150 Max:10000","0","0","7","true","false","276908","false","false","CDM","800"
"Lokilo","67","Common","RW","DR Congo","EFL Championship","Hull City","Min:150 Max:10000","0","0","19","true","false","231267","false","false","RM,CF,RW,LW","250"
"Hoppe","67","Common","ST","United States","MLS","SJ Earthquakes","Min:150 Max:10000","0","0","7","true","false","259751","false","false","CF,ST","250"
"Johansson","67","Common","CB","Sweden","Bundesliga 2","Holstein Kiel","Min:150 Max:10000","0","0","7","true","false","219694","false","false","CB","200"
"Sebulonsen","67","Rare","RB","Norway","3F Superliga","Brøndby IF","Min:250 Max:10000","0","0","7","true","false","254638","false","false","RWB,RB","300"
"Gargiulo","66","Common","CM","Italy","Serie BKT","Modena","Min:150 Max:10000","0","0","7","true","false","224902","false","false","CM,CAM","200"
"Mutombo","65","Common","CB","France","SUPERLIGA","FC Botoșani","Min:150 Max:10000","0","0","9","true","false","222209","false","false","CB","250"
"Gazzaniga","65","Common","GK","Argentina","LALIGA HYPERMOTION","Racing de Ferrol","Min:150 Max:10000","0","0","16","true","false","225869","false","false","GK","250"
"Hoban","65","Common","ST","Republic of Ireland","SSE Airtricity PD","Dundalk","Min:150 Max:10000","0","0","7","true","false","200845","false","false","CF,ST","250"
"Rengifo","64","Special","RW","Colombia","Sudamericana","Águilas Doradas","Min:150 Max:10000","0","0","40","true","false","248378","false","false","RM,RW","200"
"Ortíz","64","Special","CM","Argentina","Sudamericana","Defensa","Min:150 Max:10000","0","0","5","true","false","246546","false","false","CM","200"
"Max","64","Rare","CAM","Brazil","MLS","Colorado Rapids","Min:150 Max:10000","0","0","7","true","false","266275","false","false","CAM,CF","200"
"Kite","64","Rare","CM","England","EFL League One","Exeter City","Min:150 Max:10000","0","0","7","true","false","243546","false","false","CM","200"
"Bergström","63","Rare","ST","Sweden","Allsvenskan","Mjällby AIF","Min:150 Max:10000","0","0","7","true","false","253013","false","false","CF,ST","200"
"Okunuki","63","Common","LW","Japan","Bundesliga 2","1. FC Nürnberg","Min:150 Max:10000","0","0","7","true","false","271622","false","false","LM,CF,LW","200"
"Straudi","63","Rare","RM","Italy","Ö. Bundesliga","Austria Klagenfurt","Min:150 Max:10000","0","0","4","true","false","248823","false","false","RWB,RM,RW","200"
"Heekeren","63","Common","GK","Germany","Bundesliga 2","FC Schalke 04","Min:150 Max:10000","0","0","7","true","false","269955","false","false","GK","200"
"Xu Jiamin","62","Common","GK","China PR","CSL","Tianjin JMT FC","Min:150 Max:10000","200","19","7","false","false","224555","false","false","GK","200"
"Traoré","62","Common","CB","France","Ligue 2 BKT","SM Caen","Min:150 Max:10000","0","0","3","true","false","261675","false","false","CB,CM","200"
"Gonçalves","62","Rare","RB","Switzerland","CSSL ","FC Winterthur","Min:150 Max:10000","0","0","12","true","false","224292","false","false","RWB,RB,LB","200"
"Vivcharenko","61","Common","LB","Ukraine","Ukrayina Liha","Dynamo Kyiv","Min:150 Max:10000","0","0","30","true","false","271542","false","false","LB,LWB","200"
"Jankov","61","Common","GK","FYR Macedonia","SUPERLIGA","Politehnica Iași","Min:150 Max:10000","0","0","7","true","false","275223","false","false","GK","200"
